Title	Venue	Year	Authors
Verifying correct usage of atomic blocks and typestate.	OOPSLA	2008	["Nels E. Beckman", "Kevin Bierhoff", "Jonathan Aldrich"]
Enforcing object protocols by combining static and runtime analysis.	OOPSLA	2008	["Madhu Gopinathan", "Sriram K. Rajamani"]
The impact of static-dynamic coupling on remodularization.	OOPSLA	2008	["Rick Chern", "Kris De Volder"]
Sound and extensible renaming for java.	OOPSLA	2008	["Max Sch\u00e4fer", "Torbj\u00f6rn Ekman", "Oege de Moor"]
Annotation refactoring: inferring upgrade transformations for legacy applications.	OOPSLA	2008	["Wesley Tansey", "Eli Tilevich"]
Enabling static analysis for partial java programs.	OOPSLA	2008	["Barth\u00e9l\u00e9my Dagenais", "Laurie J. Hendren"]
Safer unsafe code for .NET.	OOPSLA	2008	["Pietro Ferrara", "Francesco Logozzo", "Manuel F\u00e4hndrich"]
Typestate-like analysis of multiple interacting objects.	OOPSLA	2008	["Nomair A. Naeem", "Ondrej Lhot\u00e1k"]
Java performance evaluation through rigorous replay compilation.	OOPSLA	2008	["Andy Georges", "Lieven Eeckhout", "Dries Buytaert"]
Analysis and reduction of memory inefficiencies in Java strings.	OOPSLA	2008	["Kiyokuni Kawachiya", "Kazunori Ogata", "Tamiya Onodera"]
Analyzing the performance of code-copying virtual machines.	OOPSLA	2008	["Gregory B. Prokopski", "Clark Verbrugge"]
Generics of a higher kind.	OOPSLA	2008	["Adriaan Moors", "Frank Piessens", "Martin Odersky"]
The visitor pattern as a reusable, generic, type-safe component.	OOPSLA	2008	["Bruno C. d. S. Oliveira", "Meng Wang", "Jeremy Gibbons"]
Constrained types for object-oriented languages.	OOPSLA	2008	["Nathaniel Nystrom", "Vijay A. Saraswat", "Jens Palsberg", "Christian Grothoff"]
Efficient local type inference.	OOPSLA	2008	["Ben Bellamy", "Pavel Avgustinov", "Oege de Moor", "Damien Sereni"]
Efficient software model checking of soundness of type systems.	OOPSLA	2008	["Michael Roberson", "Melanie Harries", "Paul T. Darga", "Chandrasekhar Boyapati"]
Java type inference is broken: can we fix it?	OOPSLA	2008	["Daniel Smith", "Robert Cartwright"]
Delegation-based semantics for modularizing crosscutting concerns.	OOPSLA	2008	["Hans Schippers", "Dirk Janssens", "Michael Haupt", "Robert Hirschfeld"]
A theory of aspects as latent topics.	OOPSLA	2008	["Pierre Baldi", "Cristina Videira Lopes", "Erik Linstead", "Sushil Krishna Bajracharya"]
Multiple dispatch in practice.	OOPSLA	2008	["Radu Muschevici", "Alex Potanin", "Ewan D. Tempero", "James Noble"]
A tag-based approach for the design and composition of information processing applications.	OOPSLA	2008	["Eric Bouillet", "Mark Feblowitz", "Zhen Liu", "Anand Ranganathan", "Anton Riabov"]
Towards adaptive programming: integrating reinforcement learning into a programming language.	OOPSLA	2008	["Christopher Simpkins", "Sooraj Bhat", "Charles Lee Isbell Jr.", "Michael Mateas"]
Designed as designer.	OOPSLA	2008	["Richard P. Gabriel"]
Proceedings of the 23rd Annual ACM SIGPLAN Conference on Object-Oriented Programming, Systems, Languages, and Applications, OOPSLA 2008, October 19-23, 2008, Nashville, TN, USA.		2008	["Gail E. Harris"]
The jastadd extensible java compiler.	OOPSLA	2007	["Torbj\u00f6rn Ekman", "G\u00f6rel Hedin"]
Jeannie: granting java native interface developers their wishes.	OOPSLA	2007	["Martin Hirzel", "Robert Grimm"]
Ilea: inter-language analysis across java and c.	OOPSLA	2007	["Gang Tan", "Greg Morrisett"]
Statistically rigorous java performance evaluation.	OOPSLA	2007	["Andy Georges", "Dries Buytaert", "Lieven Eeckhout"]
Microphase: an approach to proactively invoking garbage collection for improved performance.	OOPSLA	2007	["Feng Xian", "Witawas Srisa-an", "Hong Jiang"]
Probabilistic calling context.	OOPSLA	2007	["Michael D. Bond", "Kathryn S. McKinley"]
Variant path types for scalable extensibility.	OOPSLA	2007	["Atsushi Igarashi", "Mirko Viroli"]
Dependent classes.	OOPSLA	2007	["Vaidas Gasiunas", "Mira Mezini", "Klaus Ostermann"]
Component nextgen: a sound and expressive component framework for java.	OOPSLA	2007	["James Sasitorn", "Robert Cartwright"]
User-changeable visibility: resolving unanticipated name clashes in traits.	OOPSLA	2007	["St\u00e9phane Ducasse", "Roel Wuyts", "Alexandre Bergel", "Oscar Nierstrasz"]
Transactions with isolation and cooperation.	OOPSLA	2007	["Yannis Smaragdakis", "Anthony Kay", "Reimer Behrends", "Michal Young"]
Streamflex: high-throughput stream programming in java.	OOPSLA	2007	["Jesper Honig Spring", "Jean Privat", "Rachid Guerraoui", "Jan Vitek"]
Can programming be liberated from the two-level style: multi-level programming with deepjava.	OOPSLA	2007	["Thomas K\u00fchne", "Daniel Schreiber"]
The causes of bloat, the limits of health.	OOPSLA	2007	["Nick Mitchell", "Gary Sevitsky"]
Notation and representation in collaborative object-oriented design: an observational study.	OOPSLA	2007	["Uri Dekel", "James D. Herbsleb"]
Webrb: evaluating a visual domain-specific language for building relational web-applications.	OOPSLA	2007	["Avraham Leff", "James T. Rayfield"]
Modular typestate checking of aliased objects.	OOPSLA	2007	["Kevin Bierhoff", "Jonathan Aldrich"]
Type qualifier inference for java.	OOPSLA	2007	["David Greenfieldboyce", "Jeffrey S. Foster"]
Establishing object invariants with delayed types.	OOPSLA	2007	["Manuel F\u00e4hndrich", "Songtao Xia"]
Modular verification of higher-order methods with mandatory calls specified by model programs.	OOPSLA	2007	["Steve M. Shaner", "Gary T. Leavens", "David A. Naumann"]
Using early phase termination to eliminate load imbalances at barrier synchronization points.	OOPSLA	2007	["Martin C. Rinard"]
Starc: static analysis for efficient repair of complex data.	OOPSLA	2007	["Bassem Elkarablieh", "Sarfraz Khurshid", "Duy Vu", "Kathryn S. McKinley"]
Tracking bad apples: reporting the origin of null and undefined value errors.	OOPSLA	2007	["Michael D. Bond", "Nicholas Nethercote", "Stephen W. Kent", "Samuel Z. Guyer", "Kathryn S. McKinley"]
Inferring aliasing and encapsulation properties for java.	OOPSLA	2007	["Kin-Keung Ma", "Jeffrey S. Foster"]
Multiple ownership.	OOPSLA	2007	["Nicholas R. Cameron", "Sophia Drossopoulou", "James Noble", "Matthew J. Smith"]
Ownership transfer in universe types.	OOPSLA	2007	["Peter M\u00fcller", "Arsenii Rudich"]
Lost in translation: formalizing proposed extensions to c#.	OOPSLA	2007	["Gavin M. Bierman", "Erik Meijer", "Mads Torgersen"]
The java module system: core design and semantic definition.	OOPSLA	2007	["Rok Strnisa", "Peter Sewell", "Matthew J. Parkinson"]
Awesome: an aspect co-weaving system for composing multiple aspect-oriented extensions.	OOPSLA	2007	["Sergei Kojarski", "David H. Lorenz"]
Scalable omniscient debugging.	OOPSLA	2007	["Guillaume Pothier", "\u00c9ric Tanter", "Jos\u00e9 M. Piquer"]
Using hpm-sampling to drive dynamic compilation.	OOPSLA	2007	["Dries Buytaert", "Andy Georges", "Michael Hind", "Matthew Arnold", "Lieven Eeckhout", "Koen De Bosschere"]
Mop: an efficient and generic runtime verification framework.	OOPSLA	2007	["Feng Chen", "Grigore Rosu"]
Making trace monitors feasible.	OOPSLA	2007	["Pavel Avgustinov", "Julian Tibble", "Oege de Moor"]
Living in the comfort zone.	OOPSLA	2007	["Martin C. Rinard"]
Living it up with a live programming language.	OOPSLA	2007	["Sean McDirmid"]
No ifs, ands, or buts: uncovering the simplicity of conditionals.	OOPSLA	2007	["Jonathan Edwards"]
Epi-aspects: aspect-oriented conscientious software.	OOPSLA	2007	["Sebastian Fleissner", "Elisa L. A. Baniassad"]
Confessions of a used programming language salesman.	OOPSLA	2007	["Erik Meijer"]
The transactional memory / garbage collection analogy.	OOPSLA	2007	["Dan Grossman"]
Proceedings of the 22nd Annual ACM SIGPLAN Conference on Object-Oriented Programming, Systems, Languages, and Applications, OOPSLA 2007, October 21-25, 2007, Montreal, Quebec, Canada.		2007	["Richard P. Gabriel", "David F. Bacon", "Cristina Videira Lopes", "Guy L. Steele Jr."]
Eliminating distinctions of class: using prototypes to model virtual classes.	OOPSLA	2006	["DeLesley Hutchins"]
J&: nested intersection for scalable software composition.	OOPSLA	2006	["Nathaniel Nystrom", "Xin Qi", "Andrew C. Myers"]
Statically scoped object adaptation with expanders.	OOPSLA	2006	["Alessandro Warth", "Milan Stanojevic", "Todd D. Millstein"]
A framework for implementing pluggable type systems.	OOPSLA	2006	["Chris Andreae", "James Noble", "Shane Markstrum", "Todd D. Millstein"]
Design fragments make using frameworks easier.	OOPSLA	2006	["George Fairbanks", "David Garlan", "William L. Scherlis"]
JTL: the Java tools language.	OOPSLA	2006	["Tal Cohen", "Joseph Gil", "Itay Maman"]
Adapting virtual machine techniques for seamless aspect support.	OOPSLA	2006	["Christoph Bockisch", "Matthew Arnold", "Tom Dinkelaker", "Mira Mezini"]
Efficient control flow quantification.	OOPSLA	2006	["Christoph Bockisch", "Sebastian Kanthak", "Michael Haupt", "Matthew Arnold", "Mira Mezini"]
Uniform proxies for Java.	OOPSLA	2006	["Patrick Th. Eugster"]
Javana: a system for building customized Java program analysis tools.	OOPSLA	2006	["Jonas Maebe", "Dries Buytaert", "Lieven Eeckhout", "Koen De Bosschere"]
The DaCapo benchmarks: java benchmarking development and analysis.	OOPSLA	2006	["Stephen M. Blackburn", "Robin Garner", "Chris Hoffmann", "Asjad M. Khan", "Kathryn S. McKinley", "Rotem Bentzur", "Amer Diwan", "Daniel Feinberg", "Daniel Frampton", "Samuel Z. Guyer", "Martin Hirzel", "Antony L. Hosking", "Maria Jump", "Han Bok Lee", "J. Eliot B. Moss", "Aashish Phansalkar", "Darko Stefanovic", "Thomas VanDrunen", "Daniel von Dincklage", "Ben Wiedermann"]
Virgil: objects on the head of a pin.	OOPSLA	2006	["Ben Titzer"]
Declarative, formal, and extensible syntax definition for aspectJ.	OOPSLA	2006	["Martin Bravenboer", "\u00c9ric Tanter", "Eelco Visser"]
Method-specific dynamic compilation using logistic regression.	OOPSLA	2006	["John Cavazos", "Michael F. P. O'Boyle"]
Replay compilation: improving debuggability of a just-in-time compiler.	OOPSLA	2006	["Kazunori Ogata", "Tamiya Onodera", "Kiyokuni Kawachiya", "Hideaki Komatsu", "Toshio Nakatani"]
A flexible framework for implementing software transactional memory.	OOPSLA	2006	["Maurice Herlihy", "Victor Luchangco", "Mark Moir"]
Eliminating synchronization-related atomic operations with biased locking and bulk rebiasing.	OOPSLA	2006	["Kenneth Russell", "David Detlefs"]
A flow-based approach for variant parametric types.	OOPSLA	2006	["Wei-Ngan Chin", "Florin Craciun", "Siau-Cheng Khoo", "Corneliu Popeea"]
Concepts: linguistic support for generic programming in C++.	OOPSLA	2006	["Douglas Gregor", "Jaakko J\u00e4rvi", "Jeremy G. Siek", "Bjarne Stroustrup", "Gabriel Dos Reis", "Andrew Lumsdaine"]
Generic ownership for generic Java.	OOPSLA	2006	["Alex Potanin", "James Noble", "Dave Clarke", "Robert Biddle"]
A formal framework for component deployment.	OOPSLA	2006	["Yu David Liu", "Scott F. Smith"]
An operational semantics and type safety prooffor multiple inheritance in C++.	OOPSLA	2006	["Daniel Wasserrab", "Tobias Nipkow", "Gregor Snelting", "Frank Tip"]
Efficient software model checking of data structure properties.	OOPSLA	2006	["Paul T. Darga", "Chandrasekhar Boyapati"]
Isolating and relating concerns in requirements using latent semantic analysis.	OOPSLA	2006	["Lo Kwun Kit", "Chan Kwun Man", "Elisa L. A. Baniassad"]
Understanding the shape of Java software.	OOPSLA	2006	["Gareth Baxter", "Marcus R. Frean", "James Noble", "Mark Rickerby", "Hayden Smith", "Matt Visser", "Hayden Melton", "Ewan D. Tempero"]
XSnippet: mining For sample code.	OOPSLA	2006	["Naiyana Sahavechaphan", "Kajal T. Claypool"]
Conscientious software.	OOPSLA	2006	["Richard P. Gabriel", "Ron Goldman"]
Intentional software.	OOPSLA	2006	["Charles Simonyi", "Magnus Christerson", "Shane Clifford"]
On system design.	OOPSLA	2006	["Jim Waldo"]
The paradoxical success of aspect-oriented programming.	OOPSLA	2006	["Friedrich Steimann"]
Proceedings of the 21th Annual ACM SIGPLAN Conference on Object-Oriented Programming, Systems, Languages, and Applications, OOPSLA 2006, October 22-26, 2006, Portland, Oregon, USA.		2006	["Peri L. Tarr", "William R. Cook"]
Associated types and constraint propagation for mainstream object-oriented generics.	OOPSLA	2005	["Jaakko J\u00e4rvi", "Jeremiah Willcock", "Andrew Lumsdaine"]
Generalized algebraic data types and object-oriented programming.	OOPSLA	2005	["Andrew Kennedy", "Claudio V. Russo"]
Scalable component abstractions.	OOPSLA	2005	["Martin Odersky", "Matthias Zenger"]
Demand-driven points-to analysis for Java.	OOPSLA	2005	["Manu Sridharan", "Denis Gopan", "Lexin Shan", "Rastislav Bod\u00edk"]
Deriving object typestates in the presence of inter-object references.	OOPSLA	2005	["Mangala Gowri Nanda", "Christian Grothoff", "Satish Chandra"]
Micro patterns in Java code.	OOPSLA	2005	["Joseph Gil", "Itay Maman"]
ArchMatE: from architectural styles to object-oriented models through exploratory tool support.	OOPSLA	2005	["J. Andr\u00e9s D\u00edaz Pace", "Marcelo R. Campo"]
Modeling architectural patterns using architectural primitives.	OOPSLA	2005	["Uwe Zdun", "Paris Avgeriou"]
Parametric polymorphism for software component architectures.	OOPSLA	2005	["Cosmin E. Oancea", "Stephen M. Watt"]
Using dependency models to manage complex software architecture.	OOPSLA	2005	["Neeraj Sangal", "Ev Jordan", "Vineet Sinha", "Daniel Jackson"]
Classbox/J: controlling the scope of change in Java.	OOPSLA	2005	["Alexandre Bergel", "St\u00e9phane Ducasse", "Oscar Nierstrasz"]
Interaction-based programming with classages.	OOPSLA	2005	["Yu David Liu", "Scott F. Smith"]
Javari: adding reference immutability to Java.	OOPSLA	2005	["Matthew S. Tschantz", "Michael D. Ernst"]
Fine-grained interoperability through mirrors and contracts.	OOPSLA	2005	["Kathryn E. Gray", "Robert Bruce Findler", "Matthew Flatt"]
Pluggable AOP: designing aspect mechanisms for third-party composition.	OOPSLA	2005	["Sergei Kojarski", "David H. Lorenz"]
Refactoring support for class library migration.	OOPSLA	2005	["Ittai Balaban", "Frank Tip", "Robert M. Fuhrer"]
Automating vertical profiling.	OOPSLA	2005	["Matthias Hauswirth", "Amer Diwan", "Peter F. Sweeney", "Michael C. Mozer"]
Improving virtual machine performance using a cross-run profile repository.	OOPSLA	2005	["Matthew Arnold", "Adam Welc", "V. T. Rajan"]
Quantifying the performance of garbage collection vs. explicit memory management.	OOPSLA	2005	["Matthew Hertz", "Emery D. Berger"]
Runtime specialization with optimistic heap analysis.	OOPSLA	2005	["Ajeet Shankar", "S. Subramanya Sastry", "Rastislav Bod\u00edk", "James E. Smith"]
Adding trace matching with free variables to AspectJ.	OOPSLA	2005	["Chris Allan", "Pavel Avgustinov", "Aske Simon Christensen", "Laurie J. Hendren", "Sascha Kuzins", "Ondrej Lhot\u00e1k", "Oege de Moor", "Damien Sereni", "Ganesh Sittampalam", "Julian Tibble"]
Finding application errors and security flaws using PQL: a program query language.	OOPSLA	2005	["Michael C. Martin", "V. Benjamin Livshits", "Monica S. Lam"]
Relational queries over program traces.	OOPSLA	2005	["Simon Goldsmith", "Robert O'Callahan", "Alexander Aiken"]
Formalising Java RMI with explicit code mobility.	OOPSLA	2005	["Alexander Ahern", "Nobuko Yoshida"]
Lifting sequential graph algorithms for distributed-memory parallel computation.	OOPSLA	2005	["Douglas Gregor", "Andrew Lumsdaine"]
Safe futures for Java.	OOPSLA	2005	["Adam Welc", "Suresh Jagannathan", "Antony L. Hosking"]
Combining the robustness of checked exceptions with the flexibility of unchecked exceptions using anchored exception declarations.	OOPSLA	2005	["Marko van Dooren", "Eric Steegmans"]
Incrementalization across object abstraction.	OOPSLA	2005	["Yanhong A. Liu", "Scott D. Stoller", "Michael Gorbovitski", "Tom Rothamel", "Yanni Ellen Liu"]
PolyD: a flexible dispatching framework.	OOPSLA	2005	["Antonio Cunei", "Jan Vitek"]
Subtext: uncovering the simplicity of programming.	OOPSLA	2005	["Jonathan Edwards"]
X10: an object-oriented approach to non-uniform cluster computing.	OOPSLA	2005	["Philippe Charles", "Christian Grothoff", "Vijay A. Saraswat", "Christopher Donawa", "Allan Kielstra", "Kemal Ebcioglu", "Christoph von Praun", "Vivek Sarkar"]
A simple model of agile software processes - or - extreme programming annealed.	OOPSLA	2005	["Glenn Vanderburg"]
Proceedings of the 20th Annual ACM SIGPLAN Conference on Object-Oriented Programming, Systems, Languages, and Applications, OOPSLA 2005, October 16-20, 2005, San Diego, CA, USA.		2005	["Ralph E. Johnson", "Richard P. Gabriel"]
Converting Java classes to use generics.	OOPSLA	2004	["Daniel von Dincklage", "Amer Diwan"]
Converting java programs to use generic libraries.	OOPSLA	2004	["Alan Donovan", "Adam Kiezun", "Matthew S. Tschantz", "Michael D. Ernst"]
A practical type system and language for reference immutability.	OOPSLA	2004	["Adrian Birka", "Michael D. Ernst"]
A unified theory of garbage collection.	OOPSLA	2004	["David F. Bacon", "Perry Cheng", "V. T. Rajan"]
The garbage collection advantage: improving program locality.	OOPSLA	2004	["Xianglong Huang", "Stephen M. Blackburn", "Kathryn S. McKinley", "J. Eliot B. Moss", "Zhenlin Wang", "Perry Cheng"]
MC2: high-performance garbage collection for memory-constrained environments.	OOPSLA	2004	["Narendran Sachindran", "J. Eliot B. Moss", "Emery D. Berger"]
Scalable extensibility via nested inheritance.	OOPSLA	2004	["Nathaniel Nystrom", "Stephen Chong", "Andrew C. Myers"]
Super and inner: together at last!	OOPSLA	2004	["David S. Goldberg", "Robert Bruce Findler", "Matthew Flatt"]
Object-oriented encapsulation for dynamically typed languages.	OOPSLA	2004	["Nathanael Sch\u00e4rli", "Andrew P. Black", "St\u00e9phane Ducasse"]
Measuring the dynamic behaviour of AspectJ programs.	OOPSLA	2004	["Bruno Dufour", "Christopher Goard", "Laurie J. Hendren", "Oege de Moor", "Ganesh Sittampalam", "Clark Verbrugge"]
Decentralizing execution of composite web services.	OOPSLA	2004	["Mangala Gowri Nanda", "Satish Chandra", "Vivek Sarkar"]
Resolving feature convolution in middleware systems.	OOPSLA	2004	["Charles Zhang", "Hans-Arno Jacobsen"]
Transparent proxies for java futures.	OOPSLA	2004	["Polyvios Pratikakis", "Jaime Spacco", "Michael W. Hicks"]
An efficient parallel heap compaction algorithm.	OOPSLA	2004	["Diab Abuaiadh", "Yoav Ossia", "Erez Petrank", "Uri Silbershtein"]
Finding your cronies: static analysis for dynamic object colocation.	OOPSLA	2004	["Samuel Z. Guyer", "Kathryn S. McKinley"]
Vertical profiling: understanding the behavior of object-priented applications.	OOPSLA	2004	["Matthias Hauswirth", "Peter F. Sweeney", "Amer Diwan", "Michael Hind"]
Method-level phase behavior in java workloads.	OOPSLA	2004	["Andy Georges", "Dries Buytaert", "Lieven Eeckhout", "Koen De Bosschere"]
Instrumentation of standard libraries in object-oriented languages: the twin class hierarchy approach.	OOPSLA	2004	["Michael Factor", "Assaf Schuster", "Konstantin Shagin"]
Recovering binary class relationships: putting icing on the UML cake.	OOPSLA	2004	["Yann-Ga\u00ebl Gu\u00e9h\u00e9neuc", "Herv\u00e9 Albin-Amiot"]
Refactoring class hierarchies with KABA.	OOPSLA	2004	["Mirko Streckenbach", "Gregor Snelting"]
Mirrors: design principles for meta-level facilities of object-oriented programming languages.	OOPSLA	2004	["Gilad Bracha", "David Ungar"]
Practical predicate dispatch.	OOPSLA	2004	["Todd D. Millstein"]
Concrete syntax for objects: domain-specific language embedding and assimilation without restrictions.	OOPSLA	2004	["Martin Bravenboer", "Eelco Visser"]
Object-oriented units of measurement.	OOPSLA	2004	["Eric E. Allen", "David Chase", "Victor Luchangco", "Jan-Willem Maessen", "Guy L. Steele Jr."]
Pluggable verification modules: an extensible protection mechanism for the JVM.	OOPSLA	2004	["Philip W. L. Fong"]
Finding and preventing run-time error handling mistakes.	OOPSLA	2004	["Westley Weimer", "George C. Necula"]
Chianti: a tool for change impact analysis of java programs.	OOPSLA	2004	["Xiaoxia Ren", "Fenil Shah", "Frank Tip", "Barbara G. Ryder", "Ophelia C. Chesley"]
Proceedings of the 19th Annual ACM SIGPLAN Conference on Object-Oriented Programming, Systems, Languages, and Applications, OOPSLA 2004, October 24-28, 2004, Vancouver, BC, Canada.		2004	["John M. Vlissides", "Douglas C. Schmidt"]
Language-independent aspect-oriented programming.	OOPSLA	2003	["Donal Lafferty", "Vinny Cahill"]
Refactoring for generalization using type constraints.	OOPSLA	2003	["Frank Tip", "Adam Kiezun", "Dirk B\u00e4umer"]
Partial behavioral reflection: spatial and temporal selection of reification.	OOPSLA	2003	["\u00c9ric Tanter", "Jacques Noy\u00e9", "Denis Caromel", "Pierre Cointe"]
Applying traits to the smalltalk collection classes.	OOPSLA	2003	["Andrew P. Black", "Nathanael Sch\u00e4rli", "St\u00e9phane Ducasse"]
OOPAL: integrating array programming in object-oriented programming.	OOPSLA	2003	["Philippe Mougin", "St\u00e9phane Ducasse"]
Automatic detection and repair of errors in data structures.	OOPSLA	2003	["Brian Demsky", "Martin C. Rinard"]
A first-class approach to genericity.	OOPSLA	2003	["Eric E. Allen", "Jonathan Bannet", "Robert Cartwright"]
A comparative study of language support for generic programming.	OOPSLA	2003	["Ronald Garcia", "Jaakko J\u00e4rvi", "Andrew Lumsdaine", "Jeremy G. Siek", "Jeremiah Willcock"]
Lightweight confinement for featherweight Java.	OOPSLA	2003	["Tian Zhao", "Jens Palsberg", "Jan Vitek"]
Dynamic metrics for java.	OOPSLA	2003	["Bruno Dufour", "Karel Driesen", "Laurie J. Hendren", "Clark Verbrugge"]
How java programs interact with virtual machines at the microarchitectural level.	OOPSLA	2003	["Lieven Eeckhout", "Andy Georges", "Koenraad De Bosschere"]
Effectiveness of cross-platform optimizations for a java just-in-time compiler.	OOPSLA	2003	["Kazuaki Ishizaki", "Mikio Takeuchi", "Kiyokuni Kawachiya", "Toshio Suganuma", "Osamu Gohda", "Tatsushi Inagaki", "Akira Koseki", "Kazunori Ogata", "Motohiro Kawahito", "Toshiaki Yasue", "Takeshi Ogasawara", "Tamiya Onodera", "Hideaki Komatsu", "Toshio Nakatani"]
HydroJ: object-oriented pattern matching for evolvable distributed systems.	OOPSLA	2003	["Keunwoo Lee", "Anthony LaMarca", "Craig Chambers"]
Relaxed MultiJava: balancing extensibility and modular typechecking.	OOPSLA	2003	["Todd D. Millstein", "Mark Reay", "Craig Chambers"]
MJ: a rational module system for Java and its applications.	OOPSLA	2003	["John Corwin", "David F. Bacon", "David Grove", "Chet Murthy"]
Mostly concurrent garbage collection revisited.	OOPSLA	2003	["Katherine Barabash", "Yoav Ossia", "Erez Petrank"]
An on-the-fly mark and sweep garbage collector based on sliding views.	OOPSLA	2003	["Hezi Azatchi", "Yossi Levanoni", "Harel Paz", "Erez Petrank"]
Heap compression for memory-constrained Java environments.	OOPSLA	2003	["Guangyu Chen", "Mahmut T. Kandemir", "Narayanan Vijaykrishnan", "Mary Jane Irwin", "Bernd Mathiske", "Mario Wolczko"]
Declaring and checking non-null types in an object-oriented language.	OOPSLA	2003	["Manuel F\u00e4hndrich", "K. Rustan M. Leino"]
Object equality profiling.	OOPSLA	2003	["Darko Marinov", "Robert O'Callahan"]
Mark-copy: fast copying GC with less space overhead.	OOPSLA	2003	["Narendran Sachindran", "J. Eliot B. Moss"]
Ulterior reference counting: fast garbage collection without a long wait.	OOPSLA	2003	["Stephen Blackburn", "Kathryn S. McKinley"]
Connectivity-based garbage collection.	OOPSLA	2003	["Martin Hirzel", "Amer Diwan", "Matthew Hertz"]
Saving the world from bad beans: deployment-time confinement checking.	OOPSLA	2003	["David G. Clarke", "Michael Richmond", "James Noble"]
Language support for lightweight transactions.	OOPSLA	2003	["Timothy L. Harris", "Keir Fraser"]
Lazy modular upgrades in persistent object stores.	OOPSLA	2003	["Chandrasekhar Boyapati", "Barbara Liskov", "Liuba Shrira", "Chuang-Hue Moh", "Steven Richman"]
Proceedings of the 2003 ACM SIGPLAN Conference on Object-Oriented Programming Systems, Languages and Applications, OOPSLA 2003, October 26-30, 2003, Anaheim, CA, USA.		2003	["Ron Crocker", "Guy L. Steele Jr."]
Reconsidering custom memory allocation.	OOPSLA	2002	["Emery D. Berger", "Benjamin G. Zorn", "Kathryn S. McKinley"]
Creating and preserving locality of java applications at allocation and garbage collection times.	OOPSLA	2002	["Yefim Shuf", "Manish Gupta", "Hubertus Franke", "Andrew W. Appel", "Jaswinder Pal Singh"]
BuddyCache: high-performance object storage for collaborative strong-consistency applications in a WAN.	OOPSLA	2002	["Magnus E. Bjornsson", "Liuba Shrira"]
Workflow enactment with continuation and future objects.	OOPSLA	2002	["Dragos-Anton Manolescu"]
Integrating independent components with on-demand remodularization.	OOPSLA	2002	["Mira Mezini", "Klaus Ostermann"]
Portable serialization of CORBA objects: a reflective approach.	OOPSLA	2002	["Marc-Olivier Killijian", "Juan-Carlos Ruiz-Garcia", "Jean-Charles Fabre"]
Multiple instances and symbolic variables in executable sequence charts.	OOPSLA	2002	["Rami Marelly", "David Harel", "Hillel Kugler"]
A constraint-based architecture for local search.	OOPSLA	2002	["Laurent Michel", "Pascal Van Hentenryck"]
Online feedback-directed optimization of Java.	OOPSLA	2002	["Matthew Arnold", "Michael Hind", "Barbara G. Ryder"]
Lock reservation: Java locks can mostly do without atomic operations.	OOPSLA	2002	["Kiyokuni Kawachiya", "Akira Koseki", "Tamiya Onodera"]
Fast algorithm for creating space efficient dispatching tables with application to multi-dispatching.	OOPSLA	2002	["Yoav Zibin", "Joseph Gil"]
Design pattern implementation in Java and aspectJ.	OOPSLA	2002	["Jan Hannemann", "Gregor Kiczales"]
Implementing distribution and persistence aspects with aspectJ.	OOPSLA	2002	["S\u00e9rgio Soares", "Eduardo Laureano", "Paulo Borba"]
Write barrier removal by static analysis.	OOPSLA	2002	["Karen Zee", "Martin C. Rinard"]
Ownership types for safe programming: preventing data races and deadlocks.	OOPSLA	2002	["Chandrasekhar Boyapati", "Robert Lee", "Martin C. Rinard"]
An analyzable annotation language.	OOPSLA	2002	["Sarfraz Khurshid", "Darko Marinov", "Daniel Jackson"]
Performance and scalability of EJB applications.	OOPSLA	2002	["Emmanuel Cecchet", "Julie Marguerite", "Willy Zwaenepoel"]
Incommunicado: efficient communication for isolates.	OOPSLA	2002	["Krzysztof Palacz", "Jan Vitek", "Grzegorz Czajkowski", "Laurent Dayn\u00e8s"]
Sifting out the mud: low level C++ code reuse.	OOPSLA	2002	["Bjorn De Sutter", "Bruno De Bus", "Koenraad De Bosschere"]
Ownership, encapsulation and the disjointness of type and effect.	OOPSLA	2002	["David G. Clarke", "Sophia Drossopoulou"]
Alias annotations for program understanding.	OOPSLA	2002	["Jonathan Aldrich", "Valentin Kostadinov", "Craig Chambers"]
Towards a formalization for COM part i: the primitive calculus.	OOPSLA	2002	["Riccardo Pucella"]
GCspy: an adaptable heap visualisation framework.	OOPSLA	2002	["Tony Printezis", "Richard E. Jones"]
Access rights analysis for Java.	OOPSLA	2002	["Larry Koved", "Marco Pistoia", "Aaron Kershenbaum"]
Language-specific make technology for the Java programming language.	OOPSLA	2002	["Mikhail Dmitriev"]
Proceedings of the 2002 ACM SIGPLAN Conference on Object-Oriented Programming Systems, Languages and Applications, OOPSLA 2002, Seattle, Washington, USA, November 4-8, 2002.		2002	["Mamdouh Ibrahim", "Satoshi Matsuoka"]
Contract Soundness for Object-Oriented Languages.	OOPSLA	2001	["Robert Bruce Findler", "Matthias Felleisen"]
A Core Calculus for Java Exceptions.	OOPSLA	2001	["Davide Ancona", "Giovanni Lagorio", "Elena Zucca"]
The Java Syntactic Extender.	OOPSLA	2001	["Jonathan Bachrach", "Keith Playford"]
Points-To Analysis for Java using Annotated Constraints.	OOPSLA	2001	["Atanas Rountev", "Ana Milanova", "Barbara G. Ryder"]
